ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
0.3784615384615386,0.3406593406593407,1.0,0.0,0.2561292936303874,2004-02-20,Shipped,0.0,0.0909090909090909,0.5,Motorcycles,0.3425414364640884,S10_1678,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,0.0306887069238711,Australia,APAC,Ferguson,Peter,Medium
0.4215384615384592,0.1868131868131868,1.0,0.3529411764705882,0.1360955011775155,2004-04-05,Shipped,0.3333333333333333,0.2727272727272727,0.5,Motorcycles,0.3425414364640884,S10_1678,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,0.1024319931303094,USA,,Frick,Michael,Small
0.4646153846153834,0.2417582417582418,1.0,0.0588235294117647,0.1989982846433301,2004-05-18,Shipped,0.3333333333333333,0.3636363636363637,0.5,Motorcycles,0.3425414364640884,S10_1678,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,0.961112644524182,USA,,Brown,William,Medium
0.5015384615384608,0.3076923076923077,1.0,0.0588235294117647,0.2348876930327698,2004-06-28,Shipped,0.3333333333333333,0.4545454545454546,0.5,Motorcycles,0.3425414364640884,S10_1678,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,0.9973318612567856,USA,,King,Julie,Medium
0.5384615384615382,0.4285714285714286,0.9019420131291028,0.0,0.2716939680177521,2004-07-23,Shipped,0.6666666666666667,0.5454545454545455,0.5,Motorcycles,0.3425414364640884,S10_1678,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,0.4497807219308739,France,EMEA,Labrune,Janine,Medium
0.5692307692307688,0.3296703296703297,1.0,0.2941176470588235,0.2659832199443116,2004-08-27,Shipped,0.6666666666666667,0.6363636363636365,0.5,Motorcycles,0.3425414364640884,S10_1678,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,0.5238650187587534,USA,,Hernandez,Marta,Medium
0.6123076923076893,0.1868131868131868,1.0,0.4705882352941176,0.1555261615788045,2004-09-30,Shipped,0.6666666666666667,0.7272727272727274,0.5,Motorcycles,0.3425414364640884,S10_1678,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,0.2171108453195122,Finland,EMEA,Karttunen,Matti,Small
0.6430769230769199,0.3846153846153846,1.0,0.2352941176470588,0.2876512701212514,2004-10-15,Shipped,1.0,0.8181818181818185,0.5,Motorcycles,0.3425414364640884,S10_1678,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,0.0419950726326657,Norway,EMEA,Bergulfsen,Jonas,Medium
0.6707692307692289,0.4395604395604396,0.9280634573304156,0.0,0.2849793429294293,2004-11-02,Shipped,1.0,0.9090909090909092,0.5,Motorcycles,0.3425414364640884,S10_1678,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,0.7183017961378437,USA,,Yu,Kyung,Medium
0.704615384615381,0.3956043956043956,1.0,0.0,0.2877806755108389,2004-11-15,Shipped,1.0,0.9090909090909092,0.5,Motorcycles,0.3425414364640884,S10_1678,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,0.1024319931303094,USA,,Yu,Kwai,Medium
0.7415384615384584,0.3846153846153846,1.0,0.4705882352941176,0.5334884237320663,2004-11-24,Shipped,1.0,0.9090909090909092,0.5,Motorcycles,0.3425414364640884,S10_1678,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,0.051297778595598,Austria,EMEA,Pipps,Georg,Large
0.8030769230769195,0.1538461538461538,0.624589715536105,0.7058823529411764,0.0712369317099819,2004-12-17,Shipped,1.0,1.0,0.5,Motorcycles,0.3425414364640884,S10_1678,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,0.0211099866081925,Australia,APAC,Huxley,Adrian,Small
0.8461538461538437,0.1648351648351648,0.1098194748358861,0.6470588235294117,0.0184535026583249,2005-02-03,Shipped,0.0,0.0909090909090909,1.0,Motorcycles,0.3425414364640884,S10_1678,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,0.4497807219308739,France,EMEA,Labrune,Janine,Small
0.8861538461538427,0.3956043956043956,0.6766958424507659,0.1764705882352941,0.200357041233998,2005-03-03,Shipped,0.0,0.1818181818181818,1.0,Motorcycles,0.3425414364640884,S10_1678,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,0.5167704276177918,USA,,Benitez,Violeta,Medium
0.9323076923076884,0.1978021978021978,1.0,0.3529411764705882,0.1435539572682816,2005-04-08,Shipped,0.3333333333333333,0.2727272727272727,1.0,Motorcycles,0.3425414364640884,S10_1678,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,,UK,EMEA,Devon,Elizabeth,Small
0.9753846153846129,0.6593406593406594,1.0,0.0588235294117647,0.5171767273229922,2005-05-13,Disputed,0.3333333333333333,0.3636363636363637,1.0,Motorcycles,0.3425414364640884,S10_1678,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,0.2865642346735364,Spain,EMEA,Freyre,Diego,Large
0.0092307692307684,0.2197802197802198,1.0,0.5882352941176471,0.3619299637444332,2003-01-29,Shipped,0.0,0.0,0.0,Classic Cars,1.0,S10_1949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,0.0419950726326657,Norway,EMEA,Bergulfsen,Jonas,Medium
0.0369230769230773,0.2527472527472528,1.0,0.0,0.4946065157084174,2003-03-24,Shipped,0.0,0.1818181818181818,0.0,Classic Cars,1.0,S10_1949,"Volvo Model Replicas, Co",0921-12 3555,BerguvsvÃÂgen  8,,Lule,,,Sweden,EMEA,Berglund,Christina,Large
0.0800000000000015,0.3516483516483517,1.0,0.5882352941176471,0.5034259341635376,2003-05-28,Shipped,0.3333333333333333,0.3636363636363637,0.0,Classic Cars,1.0,S10_1949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,0.2864517843816768,Spain,EMEA,Sommer,MartÃÂ¡n,Large
0.1230769230769222,0.3406593406593407,1.0,0.5882352941176471,0.5067375357243431,2003-07-24,Shipped,0.6666666666666667,0.5454545454545455,0.0,Classic Cars,1.0,S10_1949,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,0.9631367497776552,USA,,Hirano,Juri,Large
0.1538461538461527,0.4285714285714286,1.0,0.4117647058823529,0.7728567783793007,2003-09-19,Shipped,0.6666666666666667,0.7272727272727274,0.0,Classic Cars,1.0,S10_1949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,0.8168082518068719,Singapore,Japan,Natividad,Eric,Large
0.1938461538461517,0.1648351648351648,1.0,0.0,0.3219039944355683,2003-10-20,Shipped,1.0,0.8181818181818185,0.0,Classic Cars,1.0,S10_1949,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,0.1024319931303094,USA,,Hernandez,Maria,Medium
0.2276923076923075,0.3076923076923077,1.0,0.1764705882352941,0.5538469795973288,2003-11-06,Shipped,1.0,0.9090909090909092,0.0,Classic Cars,1.0,S10_1949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,0.041903067848417,Australia,APAC,Calaghan,Tony,Large
0.2553846153846164,0.1868131868131868,1.0,0.4117647058823529,0.3595734621897304,2003-11-13,Shipped,1.0,0.9090909090909092,0.0,Classic Cars,1.0,S10_1949,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,0.72855521820468,USA,,Cervantes,Francisca,Medium
0.2892307692307685,0.3956043956043956,1.0,0.5882352941176471,0.500580486108405,2003-11-25,Shipped,1.0,0.9090909090909092,0.0,Classic Cars,1.0,S10_1949,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,0.7053904580815982,France,EMEA,Saveley,Mary,Large
0.3261538461538459,0.4505494505494506,1.0,0.2941176470588235,0.6310542054178214,2003-12-05,Shipped,1.0,1.0,0.0,Classic Cars,1.0,S10_1949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,,Canada,,Tannamuri,Yoshi,Large
0.3538461538461513,0.3186813186813187,1.0,0.1176470588235294,0.4112422402719867,2004-01-29,Shipped,0.0,0.0,0.5,Classic Cars,1.0,S10_1949,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,0.961112644524182,USA,,Thompson,Steve,Medium
0.3938461538461539,0.2527472527472528,1.0,0.0588235294117647,0.4397650998075831,2004-03-10,Shipped,0.0,0.1818181818181818,0.5,Classic Cars,1.0,S10_1949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,0.5238650187587534,USA,,Tseng,Kyung,Medium
0.4461538461538465,0.3076923076923077,1.0,0.4705882352941176,0.4145538418327922,2004-05-04,Shipped,0.3333333333333333,0.3636363636363637,0.5,Classic Cars,1.0,S10_1949,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,1.0,USA,,Murphy,Leslie,Medium
0.4861538461538455,0.2857142857142857,1.0,0.2941176470588235,0.5292761312494165,2004-06-15,Shipped,0.3333333333333333,0.4545454545454546,0.5,Classic Cars,1.0,S10_1949,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,,Japan,Japan,Shimamura,Akiko,Large
0.5230769230769229,0.1648351648351648,1.0,0.4705882352941176,0.325223683833223,2004-07-19,Shipped,0.6666666666666667,0.5454545454545455,0.5,Classic Cars,1.0,S10_1949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,0.0211099866081925,Australia,APAC,Huxley,Adrian,Medium
0.5538461538461534,0.3076923076923077,1.0,0.0588235294117647,0.5538469795973288,2004-08-17,Shipped,0.6666666666666667,0.6363636363636365,0.5,Classic Cars,1.0,S10_1949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,0.1032293679271322,Italy,EMEA,Accorti,Paolo,Large
0.5876923076923056,0.3406593406593407,1.0,0.5882352941176471,0.4892450151352838,2004-09-08,Shipped,0.6666666666666667,0.7272727272727274,0.5,Classic Cars,1.0,S10_1949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,,Sweden,EMEA,Larsson,Maria,Large
0.6276923076923047,0.4505494505494506,1.0,0.2941176470588235,0.7125068103262562,2004-10-11,Shipped,1.0,0.8181818181818185,0.5,Classic Cars,1.0,S10_1949,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,0.7973543513151575,France,EMEA,Tonini,Daniel,Large
0.6523076923076919,0.4615384615384615,1.0,0.1176470588235294,0.8191927309463434,2004-10-21,Shipped,1.0,0.8181818181818185,0.5,Classic Cars,1.0,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,0.9973318612567856,USA,,Nelson,Valarie,Large
0.6830769230769225,0.3736263736263737,1.0,0.0,0.4057351586355673,2004-11-04,Shipped,1.0,0.9090909090909092,0.5,Classic Cars,1.0,S10_1949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,0.6338414041974628,USA,,Young,Valarie,Medium
0.7169230769230747,0.2197802197802198,1.0,0.1176470588235294,0.1853489570734383,2004-11-18,Shipped,1.0,0.9090909090909092,0.5,Classic Cars,1.0,S10_1949,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Medium
0.7599999999999989,0.2637362637362638,1.0,0.0,0.2545881930816644,2004-11-29,Shipped,1.0,0.9090909090909092,0.5,Classic Cars,1.0,S10_1949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,0.0306887069238711,Australia,APAC,Ferguson,Peter,Medium
0.7907692307692294,0.2857142857142857,1.0,0.5294117647058824,0.3830480410156265,2004-12-10,Shipped,1.0,1.0,0.5,Classic Cars,1.0,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,0.9973318612567856,USA,,Nelson,Valarie,Medium
0.8276923076923033,0.3846153846153846,1.0,0.0588235294117647,0.2965140687921992,2005-01-20,Shipped,0.0,0.0,1.0,Classic Cars,1.0,S10_1949,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,0.5963647887467927,USA,,Nelson,Allen,Medium
0.8646153846153806,0.3296703296703297,1.0,0.1176470588235294,0.5714916985707322,2005-02-17,Shipped,0.0,0.0909090909090909,1.0,Classic Cars,1.0,S10_1949,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Large
0.8953846153846111,0.1978021978021978,1.0,0.1764705882352941,0.142230493056592,2005-03-09,Shipped,0.0,0.1818181818181818,1.0,Classic Cars,1.0,S10_1949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,0.0210384273315545,Australia,APAC,O'Hara,Anna,Small
0.9569230769230758,0.1868131868131868,1.0,0.4705882352941176,0.26896469071009,2005-05-01,Shipped,0.3333333333333333,0.3636363636363637,1.0,Classic Cars,1.0,S10_1949,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,,Canada,,Fresnisre,Jean,Medium
0.9969230769230748,0.4835164835164836,1.0,0.2941176470588235,0.8469340113391475,2005-05-31,In Process,0.3333333333333333,0.3636363636363637,1.0,Classic Cars,1.0,S10_1949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,0.2865642346735364,Spain,EMEA,Freyre,Diego,Large
0.021538461538462,0.3626373626373627,0.9987691466083152,0.2352941176470588,0.2510435147680225,2003-02-24,Shipped,0.0,0.0909090909090909,0.0,Motorcycles,0.4696132596685084,S10_2016,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,0.1024319931303094,USA,,Yu,Kwai,Medium
0.0615384615384611,0.2527472527472528,0.949945295404814,0.1176470588235294,0.1699717734493963,2003-04-29,Shipped,0.3333333333333333,0.2727272727272727,0.0,Motorcycles,0.4696132596685084,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,0.0306887069238711,Australia,APAC,Ferguson,Peter,Small
0.1046153846153852,0.2307692307692307,1.0,0.2352941176470588,0.2077574119510289,2003-07-01,Shipped,0.6666666666666667,0.5454545454545455,0.0,Motorcycles,0.4696132596685084,S10_2016,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,0.7718792488320506,France,EMEA,Da Cunha,Daniel,Medium
0.1384615384615374,0.3406593406593407,1.0,0.4705882352941176,0.3463667598728592,2003-08-25,Shipped,0.6666666666666667,0.6363636363636365,0.0,Motorcycles,0.4696132596685084,S10_2016,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,0.9200580652416148,USA,,Young,Julie,Medium
0.1815384615384616,0.3406593406593407,1.0,0.9411764705882352,0.3334173978193722,2003-10-10,Shipped,1.0,0.8181818181818185,0.0,Motorcycles,0.4696132596685084,S10_2016,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium
0.209230769230767,0.2307692307692307,1.0,0.1764705882352941,0.2337237797843783,2003-10-28,Shipped,1.0,0.8181818181818185,0.0,Motorcycles,0.4696132596685084,S10_2016,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,0.9631367497776552,USA,,Hirano,Juri,Medium
0.2461538461538444,0.3956043956043956,1.0,0.6470588235294117,0.309798708445981,2003-11-11,Shipped,1.0,0.9090909090909092,0.0,Motorcycles,0.4696132596685084,S10_2016,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,0.6031220290121754,France,EMEA,Rance,Martine,Medium
0.2707692307692317,0.3516483516483517,0.949945295404814,0.1764705882352941,0.2337230445264829,2003-11-18,Shipped,1.0,0.9090909090909092,0.0,Motorcycles,0.4696132596685084,S10_2016,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,,Norway,EMEA,Oeztan,Veysel,Medium
0.3107692307692307,0.1978021978021978,1.0,0.2352941176470588,0.1870341681696563,2003-12-01,Shipped,1.0,1.0,0.0,Motorcycles,0.4696132596685084,S10_2016,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Medium
0.338461538461536,0.1868131868131868,1.0,0.0588235294117647,0.1857967291317266,2004-01-12,Shipped,0.0,0.0,0.5,Motorcycles,0.4696132596685084,S10_2016,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,,Japan,Japan,Kentary,Mory,Medium
0.3784615384615386,0.4505494505494506,1.0,0.1764705882352941,0.363236517024529,2004-02-20,Shipped,0.0,0.0909090909090909,0.5,Motorcycles,0.4696132596685084,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,0.0306887069238711,Australia,APAC,Ferguson,Peter,Medium
0.4184615384615376,0.1758241758241758,1.0,0.0,0.1742524449163166,2004-04-03,Shipped,0.3333333333333333,0.2727272727272727,0.5,Motorcycles,0.4696132596685084,S10_2016,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,0.72855521820468,USA,,Hernandez,Rosa,Small
0.4646153846153834,0.4175824175824176,1.0,0.2352941176470588,0.3878036890829644,2004-05-18,Shipped,0.3333333333333333,0.3636363636363637,0.5,Motorcycles,0.4696132596685084,S10_2016,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,0.961112644524182,USA,,Brown,William,Medium
0.5015384615384608,0.3736263736263737,1.0,0.2352941176470588,0.293358341905215,2004-06-28,Shipped,0.3333333333333333,0.4545454545454546,0.5,Motorcycles,0.4696132596685084,S10_2016,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,0.9973318612567856,USA,,King,Julie,Medium
0.5384615384615382,0.1758241758241758,1.0,0.1764705882352941,0.1781022552565425,2004-07-23,Shipped,0.6666666666666667,0.5454545454545455,0.5,Motorcycles,0.4696132596685084,S10_2016,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,0.4497807219308739,France,EMEA,Labrune,Janine,Small
0.5692307692307688,0.4505494505494506,1.0,0.4705882352941176,0.4413356106721214,2004-08-27,Shipped,0.6666666666666667,0.6363636363636365,0.5,Motorcycles,0.4696132596685084,S10_2016,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,0.5238650187587534,USA,,Hernandez,Marta,Medium
0.6092307692307678,0.3626373626373627,0.949945295404814,0.0,0.2408065190906037,2004-09-27,Shipped,0.6666666666666667,0.7272727272727274,0.5,Motorcycles,0.4696132596685084,S10_2016,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,0.4497807219308739,France,EMEA,Schmitt,Carine,Medium
0.6399999999999983,0.3076923076923077,1.0,0.0588235294117647,0.261886362951237,2004-10-15,Shipped,1.0,0.8181818181818185,0.5,Motorcycles,0.4696132596685084,S10_2016,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,0.2460105703274348,USA,,Frick,Steve,Medium
0.6707692307692289,0.4285714285714286,1.0,0.1764705882352941,0.3738323185548948,2004-11-02,Shipped,1.0,0.9090909090909092,0.5,Motorcycles,0.4696132596685084,S10_2016,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,0.7183017961378437,USA,,Yu,Kyung,Medium
0.704615384615381,0.1538461538461538,1.0,0.0588235294117647,0.1980689186635659,2004-11-15,Shipped,1.0,0.9090909090909092,0.5,Motorcycles,0.4696132596685084,S10_2016,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,0.1024319931303094,USA,,Yu,Kwai,Medium
0.7353846153846115,0.3736263736263737,0.574945295404814,0.1764705882352941,0.1672469076891065,2004-11-23,Shipped,1.0,0.9090909090909092,0.5,Motorcycles,0.4696132596685084,S10_2016,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,,Japan,Japan,Shimamura,Akiko,Small
0.8030769230769195,0.2197802197802198,0.3319201312910284,0.4117647058823529,0.0623329585968926,2004-12-17,Shipped,1.0,1.0,0.5,Motorcycles,0.4696132596685084,S10_2016,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,0.0211099866081925,Australia,APAC,Huxley,Adrian,Small
0.8430769230769221,0.3626373626373627,1.0,0.2352941176470588,0.3533561214263709,2005-02-02,Shipped,0.0,0.0909090909090909,1.0,Motorcycles,0.4696132596685084,S10_2016,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,0.041903067848417,Australia,APAC,Calaghan,Tony,Medium
0.8861538461538427,0.4835164835164836,0.2411105032822756,0.2352941176470588,0.1281826557074026,2005-03-03,Shipped,0.0,0.1818181818181818,1.0,Motorcycles,0.4696132596685084,S10_2016,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,0.5167704276177918,USA,,Benitez,Violeta,Small
0.9292307692307632,0.4285714285714286,1.0,0.0,0.3934857620984849,2005-04-07,Shipped,0.3333333333333333,0.2727272727272727,1.0,Motorcycles,0.4696132596685084,S10_2016,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,0.7668496539597839,France,EMEA,Perrier,Dominique,Medium
0.9753846153846129,0.4285714285714286,1.0,0.2352941176470588,0.3974230681282614,2005-05-13,Disputed,0.3333333333333333,0.3636363636363637,1.0,Motorcycles,0.4696132596685084,S10_2016,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,0.2865642346735364,Spain,EMEA,Freyre,Diego,Medium
0.021538461538462,0.2307692307692307,1.0,0.1764705882352941,0.4105253638239882,2003-02-24,Shipped,0.0,0.0909090909090909,0.0,Motorcycles,0.8839779005524865,S10_4698,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,0.1024319931303094,USA,,Yu,Kwai,Medium
0.0615384615384611,0.4395604395604396,1.0,0.0588235294117647,0.6457571575517973,2003-04-29,Shipped,0.3333333333333333,0.2727272727272727,0.0,Motorcycles,0.8839779005524865,S10_4698,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,0.0306887069238711,Australia,APAC,Ferguson,Peter,Large
0.1046153846153852,0.2747252747252747,1.0,0.1764705882352941,0.4809946862911901,2003-07-01,Shipped,0.6666666666666667,0.5454545454545455,0.0,Motorcycles,0.8839779005524865,S10_4698,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,0.7718792488320506,France,EMEA,Da Cunha,Daniel,Large
0.1384615384615374,0.2967032967032967,1.0,0.4117647058823529,0.3451484375402094,2003-08-25,Shipped,0.6666666666666667,0.6363636363636365,0.0,Motorcycles,0.8839779005524865,S10_4698,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,0.9200580652416148,USA,,Young,Julie,Medium
0.1815384615384616,0.1758241758241758,1.0,0.8823529411764706,0.2684110415148666,2003-10-10,Shipped,1.0,0.8181818181818185,0.0,Motorcycles,0.8839779005524865,S10_4698,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium
